#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
973	CD79A;NM_001783.4	19	+	42381364	42385057	42381364	42385057	5	42381364,42383049,42383594,42384726,42384923	42381463,42383369,42383733,42384815,42385057	nan	CD79A	nan	nan	0,0,0,0,0
2068	ERCC2;NM_000400.4	19	-	45854876	45873808	45854876	45873808	23	45854876,45855456,45855753,45855993,45856330,45856489,45857977,45858912,45860517,45860721,45860877,45864771,45866990,45867233,45867482,45867671,45868085,45868289,45871877,45872177,45872317,45873380,45873783	45854989,45855620,45855917,45856084,45856423,45856602,45858119,45858996,45860639,45860811,45860967,45864910,45867179,45867387,45867599,45867815,45868222,45868426,45872011,45872260,45872415,45873500,45873808	nan	ERCC2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067	ERCC1;NM_001983.4	19	-	45912922	45926642	45912922	45926642	9	45912922,45916924,45917210,45918108,45920068,45922345,45923571,45924425,45926517	45912993,45917013,45917302,45918228,45920165,45922465,45923695,45924661,45926642	nan	ERCC1	nan	nan	0,0,0,0,0,0,0,0,0
27113	BBC3;NM_014417.5	19	-	47725048	47731698	47725048	47731698	3	47725048,47729810,47731404	47725185,47730021,47731698	nan	BBC3	nan	nan	0,0,0
5424	POLD1;NM_002691.4	19	+	50902098	50921214	50902098	50921214	26	50902098,50902617,50905024,50905245,50905451,50905700,50905858,50906299,50906739,50909428,50909653,50910229,50910573,50912031,50912368,50912765,50916672,50916988,50918061,50918684,50918970,50919642,50919856,50920291,50920418,50921088	50902320,50902751,50905191,50905391,50905640,50905802,50906008,50906486,50906864,50909589,50909784,50910441,50910682,50912168,50912502,50912933,50916788,50917146,50918257,50918857,50919093,50919795,50919990,50920364,50920536,50921214	nan	POLD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518	PPP2R1A;NM_014225.6	19	+	52693339	52729244	52693339	52729244	15	52693339,52705186,52709205,52714502,52715928,52716197,52719021,52719246,52719771,52722933,52723431,52724221,52725341,52728959,52729207	52693437,52705297,52709326,52714755,52716096,52716373,52719156,52719337,52719926,52723127,52723512,52724396,52725504,52729071,52729244	nan	PPP2R1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57144	PAK5;NM_177990.4	20	-	9520098	9624986	9520098	9624986	8	9520098,9523222,9525005,9538244,9543527,9546529,9560781,9624762	9520274,9523377,9525151,9538391,9543681,9547041,9561587,9624986	nan	PAK5	nan	nan	0,0,0,0,0,0,0,0
598	BCL2L1;NM_138578.3	20	-	30253741	30310031	30253741	30310031	2	30253741,30309447	30253899,30310031	nan	BCL2L1	nan	nan	0,0
171023	ASXL1;NM_015338.6	20	+	30946568	31025151	30946568	31025151	12	30946568,30954176,30956804,31015920,31016117,31017130,31017693,31019113,31019375,31020672,31021076,31022224	30946645,30954279,30956936,31016061,31016235,31017244,31017866,31019297,31019492,31020798,31021730,31025151	nan	ASXL1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
1789	DNMT3B;NM_006892.4	20	+	31368119	31395719	31368119	31395719	22	31368119,31369148,31372553,31374297,31375025,31376649,31379396,31380421,31381331,31383204,31383445,31384585,31384982,31386255,31387039,31387948,31388630,31389073,31390180,31393133,31394004,31395557	31368281,31369230,31372675,31374443,31375267,31376828,31379524,31380586,31381411,31383350,31383510,31384685,31385115,31386459,31387144,31388114,31388741,31389242,31390286,31393223,31394143,31395719	nan	DNMT3B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6714	SRC;NM_198291.3	20	+	36012546	36031792	36012546	36031792	11	36012546,36014467,36022287,36022566,36024554,36026091,36028507,36029994,36030827,36031141,36031563	36012816,36014587,36022406,36022690,36024724,36026267,36028707,36030091,36031001,36031293,36031792	nan	SRC	nan	nan	0,0,0,0,0,0,0,0,0,0,0
7150	TOP1;NM_003286.4	20	+	39657697	39751947	39657697	39751947	21	39657697,39658060,39690023,39704800,39706211,39708714,39709794,39713091,39721101,39725849,39726844,39728685,39729838,39741411,39742599,39744000,39744907,39746798,39750325,39750635,39751824	39657750,39658105,39690140,39704944,39706287,39708830,39709890,39713218,39721237,39725991,39726987,39728893,39730003,39741575,39742805,39744089,39745042,39746946,39750440,39750805,39751947	nan	TOP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11122	PTPRT;NM_007050.6	20	-	40709508	41818383	40709508	41818383	31	40709508,40710511,40713311,40714357,40727050,40730753,40733198,40735415,40738962,40743828,40747032,40748564,40757383,40770544,40789981,40827869,40864858,40877316,40911118,40944352,40979257,40980713,41076849,41100895,41306495,41385091,41400064,41408847,41419824,41514436,41818275	40709582,40710667,40713495,40714503,40727202,40730947,40733368,40735571,40739137,40743965,40747150,40748621,40757480,40770652,40790192,40828038,40864908,40877472,40911175,40944646,40979380,40980935,41076979,41101212,41306809,41385286,41400200,41408949,41420116,41514582,41818383	nan	PTPRT	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202	NCOA3;NM_181659.3	20	+	46250981	46282171	46250981	46282171	21	46250981,46252644,46254114,46255735,46256294,46256655,46262229,46262781,46264055,46264624,46266381,46267741,46268310,46268658,46270946,46275806,46277738,46279715,46281139,46281664,46282139	46251084,46252837,46254235,46255930,46256503,46256777,46262390,46262949,46264467,46265516,46266537,46267956,46268576,46268805,46271138,46276120,46277863,46280030,46281334,46281826,46282171	nan	NCOA3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764	ZNF217;NM_006526.3	20	-	52188272	52199375	52188272	52199375	4	52188272,52192255,52194862,52197989	52188402,52193829,52194999,52199375	nan	ZNF217	nan	nan	0,0,0,0
6790	AURKA;NM_198437.3	20	-	54945203	54963263	54945203	54963263	8	54945203,54945530,54948453,54956478,54958030,54959315,54961302,54963201	54945406,54945725,54948622,54956637,54958242,54959390,54961599,54963263	nan	AURKA	nan	nan	0,0,0,0,0,0,0,0
2778	GNAS;NM_000516.7	20	+	57466771	57485894	57466771	57485894	13	57466771,57470656,57473985,57478575,57478716,57480427,57484206,57484394,57484565,57484728,57484995,57485378,57485727	57466930,57470749,57474050,57478650,57478856,57480545,57484281,57484488,57484644,57484869,57485146,57485466,57485894	nan	GNAS	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
10139	ARFRP1;NM_001267547.3	20	-	62331784	62338453	62331784	62338453	7	62331784,62331943,62333171,62333477,62337698,62337992,62338340	62331892,62332064,62333262,62333579,62337801,62338100,62338453	nan	ARFRP1	nan	nan	0,0,0,0,0,0,0
861	RUNX1;NM_001754.5	21	-	36164421	36421206	36164421	36421206	8	36164421,36171587,36206696,36231760,36252843,36259129,36265211,36421128	36164917,36171769,36206908,36231885,36253020,36259403,36265270,36421206	nan	RUNX1	nan	nan	0,0,0,0,0,0,0,0
2078	ERG;NM_182918.4	21	-	39755314	39870314	39755314	39870314	10	39755314,39762906,39763570,39764287,39772485,39774468,39775417,39795321,39817316,39870276	39755855,39762974,39763647,39764376,39772577,39774569,39775641,39795493,39817554,39870314	nan	ERG	nan	nan	0,0,0,0,0,0,0,0,0,0
7113	TMPRSS2;NM_005656.4	21	-	42838058	42870070	42838058	42870070	13	42838058,42839650,42840312,42842564,42843722,42845241,42848493,42851088,42852392,42860310,42861423,42866272,42870035	42838090,42839823,42840475,42842680,42843918,42845433,42848557,42851219,42852539,42860450,42861530,42866515,42870070	nan	TMPRSS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
7307	U2AF1;NM_006758.3	21	-	44513201	44527614	44513201	44527614	8	44513201,44514570,44514754,44515537,44515793,44520552,44524414,44527550	44513369,44514683,44514908,44515656,44515863,44520639,44524522,44527614	nan	U2AF1	nan	nan	0,0,0,0,0,0,0,0
23308	ICOSLG;NM_015259.6	21	-	45648906	45660710	45648906	45660710	7	45648906,45649926,45651152,45655144,45656739,45658320,45660676	45648937,45649982,45651337,45655455,45657110,45658381,45660710	nan	ICOSLG	nan	nan	0,0,0,0,0,0,0
1399	CRKL;NM_005207.4	22	+	21272212	21304143	21272212	21304143	3	21272212,21288056,21303988	21272543,21288542,21304143	nan	CRKL	nan	nan	0,0,0
8216	LZTR1;NM_006767.4	22	+	21336650	21351647	21336650	21351647	21	21336650,21337305,21340119,21341782,21342288,21343067,21343903,21344664,21345906,21346492,21347072,21347940,21348202,21348382,21348836,21349148,21350024,21350241,21350974,21351164,21351510	21336870,21337388,21340196,21341882,21342417,21343171,21343981,21344824,21346128,21346668,21347203,21348053,21348318,21348568,21349026,21349325,21350171,21350411,21351100,21351265,21351647	nan	LZTR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594	MAPK1;NM_002745.5	22	-	22123482	22221740	22123482	22221740	8	22123482,22127151,22142535,22142972,22153290,22160128,22161942,22221601	22123619,22127281,22142687,22143107,22153427,22160338,22162145,22221740	nan	MAPK1	nan	nan	0,0,0,0,0,0,0,0
613	BCR;NM_004327.4	22	+	23523137	23657719	23523137	23657719	23	23523137,23595975,23603126,23603531,23610584,23613708,23615257,23615810,23626153,23627209,23629335,23630273,23631693,23632515,23634717,23637200,23651600,23652500,23653873,23655063,23656144,23656728,23657609	23524436,23596177,23603251,23603737,23610712,23613789,23615330,23615971,23626295,23627398,23629475,23630369,23631818,23632610,23634835,23637352,23651680,23652630,23654033,23655218,23656270,23656911,23657719	nan	BCR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6598	SMARCB1;NM_003073.5	22	+	24129346	24176377	24129346	24176377	9	24129346,24133932,24135735,24143120,24145471,24158946,24167401,24175748,24176317	24129459,24134091,24135885,24143278,24145619,24159133,24167612,24175900,24176377	nan	SMARCB1	nan	nan	0,0,0,0,0,0,0,0,0
11200	CHEK2;NM_007194.4	22	-	29083874	29130719	29083874	29130719	14	29083874,29085112,29090009,29091104,29091687,29092878,29095815,29099482,29105983,29107886,29115372,29120954,29121220,29130380	29083984,29085213,29090115,29091240,29091871,29092985,29095935,29099564,29106057,29108015,29115483,29121122,29121365,29130719	nan	CHEK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130	EWSR1;NM_005243.4	22	+	29664315	29696161	29664315	29696161	17	29664315,29668194,29668358,29669719,29674008,29678368,29682901,29684584,29687540,29688115,29688466,29692218,29693806,29694712,29695213,29695578,29696101	29664348,29668251,29668430,29669863,29674215,29678556,29683133,29684785,29687598,29688168,29688605,29692368,29693949,29694895,29695331,29695851,29696161	nan	EWSR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771	NF2;NM_000268.4	22	+	29999977	30090801	29999977	30090801	16	29999977,30032729,30035068,30038180,30050635,30051572,30054167,30057183,30060968,30064311,30067804,30069247,30070814,30074174,30077417,30090730	30000111,30032875,30035211,30038284,30050724,30051675,30054263,30057338,30061063,30064445,30067947,30069485,30070940,30074322,30077600,30090801	nan	NF2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663	SOX10;NM_006941.4	22	-	38369491	38379801	38369491	38379801	3	38369491,38373863,38379353	38370215,38374152,38379801	nan	SOX10	nan	nan	0,0,0
2033	EP300;NM_001429.4	22	+	41488998	41574970	41488998	41574970	31	41488998,41513180,41521857,41523480,41525883,41527381,41531806,41533646,41536133,41537041,41542732,41543830,41545031,41545754,41547826,41548199,41550988,41553162,41554405,41556635,41558716,41560046,41562592,41564442,41564714,41565496,41566399,41568492,41569616,41572240,41572766	41489112,41513835,41522054,41523762,41526017,41527647,41531920,41533804,41536271,41537236,41542830,41543960,41545189,41546212,41548026,41548364,41551127,41553422,41554514,41556736,41558793,41560144,41562680,41564613,41564881,41565630,41566585,41568677,41569798,41572542,41574970	nan	EP300	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64109	CRLF2;NM_022148.4	X	-	1314883	1331537	1314883	1331537	6	1314883,1317408,1321261,1325315,1327688,1331438	1315024,1317591,1321415,1325502,1327811,1331537	nan	CRLF2	nan	nan	0,0,0,0,0,0
8233	ZRSR2;NM_005089.4	X	+	15808608	15841375	15808608	15841375	11	15808608,15809046,15817984,15821800,15822223,15826345,15827312,15833789,15836699,15838319,15840843	15808669,15809146,15818086,15821929,15822330,15826404,15827451,15834023,15836775,15838449,15841375	nan	ZRSR2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
1964	EIF1AX;NM_001412.4	X	-	20146413	20159768	20146413	20159768	7	20146413,20148623,20150289,20152064,20153845,20156646,20159732	20146439,20148735,20150391,20152135,20153969,20156750,20159768	nan	EIF1AX	nan	nan	0,0,0,0,0,0,0
54880	BCOR;NM_001123385.2	X	-	39911351	39937192	39911351	39937192	14	39911351,39913128,39913498,39914610,39916397,39921381,39921988,39922850,39923578,39930215,39930879,39931591,39935696,39937086	39911663,39913305,39913596,39914776,39916584,39921656,39922334,39923215,39923862,39930422,39930953,39934443,39935795,39937192	nan	BCOR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403	KDM6A;NM_001291415.2	X	+	44732787	44970666	44732787	44970666	30	44732787,44733159,44820518,44833900,44870195,44879844,44894165,44896889,44910943,44913063,44918240,44918481,44919256,44919843,44920558,44921881,44922656,44928813,44935931,44937634,44938380,44941810,44941949,44942694,44945099,44948977,44949957,44966644,44969313,44970616	44732968,44733243,44820647,44833970,44870274,44879985,44894240,44896944,44911057,44913210,44918359,44918721,44919411,44920019,44920674,44922003,44923072,44929612,44936081,44937760,44938606,44941895,44942044,44942863,44945234,44949185,44950119,44966791,44969504,44970666	nan	KDM6A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241	RBM10;NM_005676.5	X	+	47006870	47046008	47006870	47046008	23	47006870,47028703,47030416,47032516,47034407,47035888,47038491,47038707,47039268,47039600,47039807,47040603,47040895,47041137,47041339,47041550,47044443,47044690,47044830,47045104,47045453,47045646,47045862	47006907,47028907,47030667,47032606,47034501,47035995,47038572,47038904,47039449,47039718,47039915,47040810,47041055,47041275,47041451,47041735,47044613,47044776,47045039,47045199,47045580,47045796,47046008	nan	RBM10	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369	ARAF;NM_001654.5	X	+	47422356	47430866	47422356	47430866	15	47422356,47422614,47424185,47424373,47424640,47426027,47426272,47426374,47426618,47428106,47428375,47428927,47429281,47430266,47430711	47422472,47422738,47424308,47424548,47424759,47426189,47426320,47426540,47426841,47428303,47428442,47429066,47429433,47430421,47430866	nan	ARAF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623	GATA1;NM_002049.4	X	+	48649506	48652581	48649506	48652581	5	48649506,48650240,48650719,48651568,48652189	48649746,48650638,48650885,48651714,48652581	nan	GATA1	nan	nan	0,0,0,0,0
7030	TFE3;NM_006521.6	X	-	48887658	48900762	48887658	48900762	10	48887658,48888901,48890969,48891230,48891638,48895524,48895711,48896621,48897971,48900626	48888122,48889069,48891065,48891307,48891776,48895649,48895977,48896945,48898105,48900762	nan	TFE3	nan	nan	0,0,0,0,0,0,0,0,0,0
8242	KDM5C;NM_004187.5	X	-	53222138	53254081	53222138	53254081	26	53222138,53222608,53222944,53223310,53224102,53224402,53225087,53225857,53226942,53227661,53227935,53228148,53230721,53231025,53239585,53239847,53240668,53240958,53243860,53244966,53245245,53246314,53246967,53247447,53250010,53253911	53222524,53222828,53223043,53223930,53224260,53224602,53225246,53226236,53227068,53227829,53228080,53228350,53230936,53231165,53239768,53240049,53240847,53241098,53244039,53245168,53245389,53246469,53247158,53247590,53250108,53254081	nan	KDM5C	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8243	SMC1A;NM_006306.4	X	-	53407013	53449559	53407013	53449559	25	53407013,53407530,53407928,53409142,53409416,53410007,53421687,53423136,53423381,53426500,53430487,53430698,53431933,53432166,53432414,53432692,53435982,53436341,53438700,53438934,53439839,53440171,53441696,53441919,53449430	53407117,53407661,53408018,53409314,53409591,53410184,53421818,53423310,53423547,53426662,53430614,53430835,53432091,53432333,53432614,53432898,53436210,53436444,53438861,53439213,53440098,53440395,53441829,53442128,53449559	nan	SMC1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139285	AMER1;NM_152424.4	X	-	63409748	63413176	63409748	63413176	1	63409748	63413176	nan	AMER1	nan	nan	0
367	AR;NM_000044.6	X	+	66764978	66943693	66764978	66943693	8	66764978,66863087,66905841,66931233,66937309,66941664,66942658,66943517	66766614,66863259,66905978,66931541,66937474,66941815,66942836,66943693	nan	AR	nan	nan	0,0,0,0,0,0,0,0
9968	MED12;NM_005120.3	X	+	70338594	70362078	70338594	70362078	45	70338594,70339212,70339525,70339853,70340810,70341166,70341401,70342039,70342347,70342577,70342934,70343433,70343998,70344603,70344815,70345190,70345502,70345875,70346180,70346808,70347175,70347732,70348135,70348437,70348953,70349155,70349519,70349874,70351389,70351912,70352216,70352684,70352962,70354196,70354552,70354931,70356120,70356718,70357026,70357397,70357565,70360474,70361069,70361722,70362014	70338713,70339337,70339737,70340030,70341012,70341297,70341676,70342206,70342467,70342734,70343086,70343580,70344248,70344704,70345006,70345355,70345573,70346014,70346344,70346992,70347327,70347980,70348300,70348578,70349075,70349289,70349715,70350074,70351481,70352066,70352398,70352816,70353072,70354326,70354708,70355113,70356515,70356889,70357243,70357495,70357803,70360717,70361230,70361824,70362078	nan	MED12	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872	TAF1;NM_004606.5	X	+	70586214	70683906	70586214	70683906	38	70586214,70587338,70587893,70595006,70596789,70597442,70598074,70598663,70601582,70602375,70602600,70602830,70603801,70604784,70607100,70608076,70608577,70609424,70612408,70612714,70613140,70613906,70617092,70618411,70621367,70626477,70627413,70627813,70641148,70642956,70643813,70643993,70674009,70674580,70678080,70679391,70680465,70683663	70586354,70587473,70588030,70595146,70597051,70597681,70598313,70598891,70601779,70602523,70602728,70603024,70603995,70604909,70607321,70608238,70608728,70609525,70612578,70612854,70613336,70614105,70617326,70618597,70621599,70626606,70627532,70628011,70641236,70643099,70643926,70644098,70674097,70674717,70678226,70679568,70680663,70683906	nan	TAF1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546	ATRX;NM_000489.6	X	-	76763818	77041497	76763818	77041497	35	76763818,76776255,76776870,76777730,76778719,76812911,76814129,76829704,76845293,76849155,76854869,76855190,76855892,76872070,76874263,76875852,76888684,76889043,76890074,76891395,76907593,76909577,76912039,76918860,76920123,76931710,76937001,76940420,76944300,76949302,76952054,76953060,76954051,76972597,77041457	76764117,76776404,76776986,76777876,76778889,76813126,76814327,76829833,76845420,76849329,76855059,76855299,76856043,76872208,76874459,76876010,76888882,76889210,76890204,76891557,76907853,76909700,76912153,76919057,76920277,76931803,76940095,76940508,76944430,76949436,76952202,76953133,76954127,76972730,77041497	nan	ATRX	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695	BTK;NM_000061.3	X	-	100604862	100630282	100604862	100630282	18	100604862,100608171,100608847,100609607,100611029,100611761,100612486,100613287,100613594,100614270,100615065,100615545,100617150,100617538,100624975,100626610,100629513,100630121	100604954,100608349,100608986,100609692,100611266,100611953,100612581,100613435,100613694,100614345,100615148,100615753,100617238,100617687,100625077,100626699,100629632,100630282	nan	BTK	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
